Verse,Text,Stage
Jer 31:17,wə yēš  tiqwā  lə ʔaḥărîtēk  nəʔum  yəhwāh  wə šābû  bānîm  li gəbûlām,Transitional Biblical Hebrew
Isa 43:18,ʔal  tizkərû  rišōnôt  wə qadmōniyyôt  ʔal  titbōnānû,Transitional Biblical Hebrew
Ezek 29:11,lō  taʕăbor  bāh  regel  ʔādām  wə regel  bəhēmā  lō  taʕăbor  bāh  wə lō  tēšēb  ʔarbāʕîm  šānā,Transitional Biblical Hebrew
Jer 20:4,kî  kō  ʔāmar  yəhwāh  hinnî  nōtenəkā  lə māgôr  ləkā  û lə kol  ʔōhăbêkā  wə nāpəlû  bə ḥereb  ʔōyəbêhem  wə ʕênêkā  rōʔôt  wə ʔet  kol  yəhûdā  ʔettēn  bə yad  melek  bābel  wə higlām  bābelā  wə hikkām  be  ḥāreb,Transitional Biblical Hebrew
Jer 39:12,qāḥennû  wə ʕênêkā  śîm  ʕālāʸw  wə ʔal  taʕaś  lô  məʔûmā  rāʕ  kî  ka ʔăšer  yədabbēr  ʔēlêkā  kēn  ʕăśē  ʕimmô,Transitional Biblical Hebrew
Ezek 18:13,ba  nešek  nātan  wə tarbît  lāqaḥ  wā ḥāy  lō  yiḥyê  ʔēt  kol  ha tôʕēbôt  hā ʔēllê  ʕāśā  môt  yûmāt  dāmāʸw  bô  yihyê,Transitional Biblical Hebrew
Ezek 20:44,wi ydaʕtem  kî  ʔănî  yəhwāh  ba ʕăśôtî  ʔittəkem  ləmaʕan  šəmî  lō  kə darəkêkem  hā rāʕîm  wə ka ʕălîlôtêkem  ha nišḥātôt  bêt  yiśrāʔēl  nəʔum  ʔădōnāy  yəhwih,Transitional Biblical Hebrew
Jer 46:10,wə ha yôm  ha hû  la ʔdōnāy  yəhwih  ṣəbāʔôt  yôm  nəqāmā  lə hinnāqēm  mi ṣārāʸw  wə ʔākəlā  ḥereb  wə śābəʕā  wə rāwətā  mi dāmām  kî  zebaḥ  la ʔdōnāy  yəhwih  ṣəbāʔôt  bə ʔereṣ  ṣāpôn  ʔel  nəhar  pərāt,Transitional Biblical Hebrew
Ezek 30:8,wə yādəʕû  kî  ʔănî  yəhwāh  bə tittî  ʔēš  bə miṣrayim  wə nišbərû  kol  ʕōzərêhā,Transitional Biblical Hebrew
Jer 50:21,ʕal  hā ʔāreṣ  mərātayim  ʕălē  ʕālêhā  wə ʔel  yôšəbê  pəqôd  ḥărōb  wə haḥărēm  ʔaḥărêhem  nəʔum  yəhwāh  wa ʕăśē  kə kōl  ʔăšer  ṣiwwîtîkā,Transitional Biblical Hebrew
Jer 20:15,ʔārûr  hā ʔîš  ʔăšer  biśśar  ʔet  ʔābî  lē ʔmōr  yullad  ləkā  bēn  zākār  śammēaḥ  śimmᵒḥāhû,Transitional Biblical Hebrew
Jer 42:9,wa yōmer  ʔălêhem  kō  ʔāmar  yəhwāh  ʔĕlōhê  yiśrāʔēl  ʔăšer  šəlaḥtem  ʔōtî  ʔēlāʸw  lə happîl  təḥinnatəkem  lə pānāʸw,Transitional Biblical Hebrew
Jer 11:14,wə ʔattā  ʔal  titpallēl  bəʕad  hā ʕām  ha zê  wə ʔal  tiśśā  baʕădām  rinnā  û təpillā  kî  ʔênennî  šōmēaʕ  bə ʕēt  qārəʔām  ʔēlay  bəʕad  rāʕātām,Transitional Biblical Hebrew
Ezek 48:3,wə ʕal  gəbûl  ʔāšēr  mi pəʔat  qādîmā  wə ʕad  pəʔat  yommā  naptālî  ʔeḥād,Transitional Biblical Hebrew
Ezek 40:9,wa yāmod  ʔet  ʔulām  ha šaʕar  šəmōnê  ʔammôt  wə ʔêlāʸw  šəttayim  ʔammôt  wə ʔulām  ha šaʕar  mē ha bāyit,Transitional Biblical Hebrew
Ezek 35:8,û millētî  ʔet  hārāʸw  ḥălālāʸw  gibʕôtêkā  wə gēʔôtêkā  wə kol  ʔăpîqêkā  ḥallê  ḥereb  yippəlû  bāhem,Transitional Biblical Hebrew
Ezek 7:2,wə ʔattā  ben  ʔādām  kō  ʔāmar  ʔădōnāy  yəhwih  lə ʔadmat  yiśrāʔēl  qēṣ  bā  ha qēṣ  ʕal  ʔarbaʕ  kanəpôt  hā ʔāreṣ,Transitional Biblical Hebrew
Jer 30:8,wə hāyā  ba  yôm  ha hû  nəʔum  yəhwāh  ṣəbāʔôt  ʔešbōr  ʕullô  mē ʕal  ṣawwārekā  û môsərôtêkā  ʔănattēq  wə lō  yaʕabədû  bô  ʕôd  zārîm,Transitional Biblical Hebrew
Ezek 39:26,wə nāśû  ʔet  kəlimmātām  wə ʔet  kol  maʕălām  ʔăšer  māʕălû  bî  bə šibtām  ʕal  ʔadmātām  lā beṭaḥ  wə ʔên  maḥărîd,Transitional Biblical Hebrew
Ezek 3:11,wə lēk  bō  ʔel  ha gôlā  ʔel  bənê  ʕammekā  wə dibbartā  ʔălêhem  wə ʔāmartā  ʔălêhem  kō  ʔāmar  ʔădōnāy  yəhôih  ʔim  yišməʕû  wə ʔim  yeḥdālû,Transitional Biblical Hebrew
Jer 8:17,kî  hinnî  məšallēaḥ  bākem  nəḥāšîm  ṣipʕōnîm  ʔăšer  ʔên  lāhem  lāḥaš  wə niššəkû  ʔetəkem  nəʔum  yəhwāh,Transitional Biblical Hebrew
Jer 1:12,wa yōmer  yəhwāh  ʔēlay  hêṭabtā  li rəʔôt  kî  šōqēd  ʔănî  ʕal  dəbārî  la ʕăśōtô,Transitional Biblical Hebrew
Jer 44:28,û pəlîṭê  ḥereb  yəšubûn  min  ʔereṣ  miṣrayim  ʔereṣ  yəhûdā  mətê  mispār  wə yādəʕû  kol  šəʔērît  yəhûdā  ha bāʔîm  lə ʔereṣ  miṣrayim  lā gûr  šām  dəbar  mî  yāqûm  mimmennî  û mēhem,Transitional Biblical Hebrew
Jer 28:11,wa yōmer  ḥănanyā  lə ʕênê  kol  hā ʕām  lē ʔmōr  kō  ʔāmar  yəhwāh  kākā  ʔešbōr  ʔet  ʕōl  nəbukadneṣṣar  melek  bābel  bə ʕôd  šənātayim  yāmîm  mē ʕal  ṣawwar  kol  ha gôyim  wa yēlek  yirməyā  ha nābî  lə darkô,Transitional Biblical Hebrew
Ezek 33:18,bə šûb  ṣaddîq  mi ṣidqātô  wə ʕāśā  ʕāwel  û mēt  bāhem,Transitional Biblical Hebrew
Ezek 48:30,wə ʔēllê  tôṣəʔōt  hā ʕîr  mi pəʔat  ṣāpôn  ḥămēš  mēʔôt  wə ʔarbaʕat  ʔălāpîm  middā,Transitional Biblical Hebrew
Jer 8:2,û šəṭāḥûm  la  šemeš  wə la  yārēaḥ  û lə kōl  ṣəbā  ha šāmayim  ʔăšer  ʔăhēbûm  wa ʔăšer  ʕăbādûm  wa ʔăšer  hāləkû  ʔaḥărêhem  wa ʔăšer  dərāšûm  wa ʔăšer  hištaḥăwû  lāhem  lō  yēʔāsəpû  wə lō  yiqqābērû  lə dōmen  ʕal  pənê  hā ʔădāmā  yihyû,Transitional Biblical Hebrew
Jer 35:9,û lə biltî  bənôt  bāttîm  lə šibtēnû  wə kerem  wə śādê  wā zeraʕ  lō  yihyê  lānû,Transitional Biblical Hebrew
Jer 2:30,la  šāwə  hikkêtî  ʔet  bənêkem  mûsār  lō  lāqāḥû  ʔākəlā  ḥarbəkem  nəbîʔêkem  kə ʔaryē  mašḥît,Transitional Biblical Hebrew
Isa 46:9,zikrû  rišōnôt  mē ʕôlām  kî  ʔānōkî  ʔēl  wə ʔên  ʕôd  ʔĕlōhîm  wə ʔepes  kāmônî,Transitional Biblical Hebrew
Jer 34:1,ha dābār  ʔăšer  hāyā  ʔel  yirməyāhû  mē ʔēt  yəhwāh  û nəbûkadreṣṣar  melek  bābel  wə kol  ḥêlô  wə kol  mamləkôt  ʔereṣ  memšelet  yādô  wə kol  hā ʕammîm  nilḥāmîm  ʕal  yərûšālaim  wə ʕal  kol  ʕārêhā  lē ʔmōr,Transitional Biblical Hebrew
Ezek 3:18,bə ʔomrî  lā  rāšāʕ  môt  tāmût  wə lō  hizhartô  wə lō  dibbartā  lə hazhîr  rāšāʕ  mi darkô  hā rəšāʕā  lə ḥayyōtô  hû  rāšāʕ  ba ʕăwōnô  yāmût  wə dāmô  mi yādəkā  ʔăbaqqēš,Transitional Biblical Hebrew
Ezek 28:4,bə ḥokmātəkā  û bi təbûnātəkā  ʕāśîtā  ləkā  ḥāyil  wa taʕaś  zāhāb  wā kesep  bə ʔôṣərôtêkā,Transitional Biblical Hebrew
Ezek 28:20,wa yəhî  dəbar  yəhwāh  ʔēlay  lē ʔmōr,Transitional Biblical Hebrew
Jer 23:13,û bi nəbîʔê  šōmərôn  rāʔîtî  tiplā  hinnabbəʔû  ba  baʕal  wa yatʕû  ʔet  ʕammî  ʔet  yiśrāʔēl,Transitional Biblical Hebrew
Isa 41:21,qārəbû  rîbəkem  yōmar  yəhwāh  haggîšû  ʕăṣumôtêkem  yōmar  melek  yaʕăqōb,Transitional Biblical Hebrew
Ezek 44:28,wə hāyətā  lāhem  lə naḥălā  ʔănî  naḥălātām  wa ʔăḥuzzā  lō  tittənû  lāhem  bə yiśrāʔēl  ʔănî  ʔăḥuzzātām,Transitional Biblical Hebrew
Ezek 20:16,yaʕan  bə mišpāṭay  māʔāsû  wə ʔet  ḥuqqôtay  lō  hāləkû  bāhem  wə ʔet  šabbətôtay  ḥillēlû  kî  ʔaḥărê  gillûlêhem  libbām  hōlēk,Transitional Biblical Hebrew
Ezek 20:2,wa yəhî  dəbar  yəhwāh  ʔēlay  lē ʔmōr,Transitional Biblical Hebrew
Ezek 44:2,wa yōmer  ʔēlay  yəhwāh  ha šaʕar  ha zê  sāgûr  yihyê  lō  yippātēaḥ  wə ʔîš  lō  yābō  bô  kî  yəhwāh  ʔĕlōhê  yiśrāʔēl  bā  bô  wə hāyā  sāgûr,Transitional Biblical Hebrew
Ezek 3:22,wa təhî  ʕālay  šām  yad  yəhwāh  wa yōmer  ʔēlay  qûm  ṣē  ʔel  ha biqʕā  wə šām  ʔădabbēr  ʔôtāk,Transitional Biblical Hebrew
Jer 16:21,lākēn  hinnî  môdîʕām  ba  paʕam  ha zōt  ʔôdîʕēm  ʔet  yādî  wə ʔet  gəbûrātî  wə yādəʕû  kî  šəmî  yəhwāh,Transitional Biblical Hebrew
Jer 13:4,qaḥ  ʔet  hā ʔēzôr  ʔăšer  qānîtā  ʔăšer  ʕal  motnêkā  wə qûm  lēk  pərātā  wə ṭomnēhû  šām  bi nəqîq  ha sālaʕ,Transitional Biblical Hebrew
Ezek 18:31,hašlîkû  mē ʕălêkem  ʔet  kol  pišʕêkem  ʔăšer  pəšaʕtem  bām  wa ʕăśû  lākem  lēb  ḥādāš  wə rûaḥ  ḥădāšā  wə lāmmā  tāmutû  bêt  yiśrāʔēl,Transitional Biblical Hebrew
Jer 17:26,û bāʔû  mē ʕārê  yəhûdā  û mi səbîbôt  yərûšālaim  û mē ʔereṣ  binyāmin  û min  ha šəpēlā  û min  hā hār  û min  ha negeb  məbiʔîm  ʕôlā  wə zebaḥ  û minḥā  û ləbônā  û məbiʔê  tôdā  bêt  yəhwāh,Transitional Biblical Hebrew
Jer 44:13,û pāqadtî  ʕal  ha yôšəbîm  bə ʔereṣ  miṣrayim  ka ʔăšer  pāqadtî  ʕal  yərûšālāim  ba  ḥereb  bā  rāʕāb  û ba  dāber,Transitional Biblical Hebrew
Jer 37:18,wa yōmer  yirməyāhû  ʔel  ha melek  ṣidqiyyāhû  mê  ḥāṭātî  ləkā  wə la ʕăbādêkā  wə lā  ʕām  ha zê  kî  nətattem  ʔôtî  ʔel  bêt  ha kele,Transitional Biblical Hebrew
Isa 48:3,hā rišōnôt  mē ʔāz  higgadtî  û mi pî  yāṣəʔû  wə ʔašmîʕēm  pitʔōm  ʕāśîtî  wa tābōnā,Transitional Biblical Hebrew
Ezek 12:17,wa yəhî  dəbar  yəhwāh  ʔēlay  lē ʔmōr,Transitional Biblical Hebrew
Jer 32:2,wə ʔāz  ḥêl  melek  bābel  ṣārîm  ʕal  yərûšālāim  wə yirməyāhû  ha nābî  hāyā  kālû  ba ḥăṣar  ha maṭṭārā  ʔăšer  bêt  melek  yəhûdā,Transitional Biblical Hebrew
Ezek 1:2,ba ḥămiššā  la  ḥōdeš  hî  ha šānā  ha ḥămîšît  lə gālût  ha melek  yôyākîn,Transitional Biblical Hebrew
Ezek 40:1,bə ʕeśrîm  wə ḥāmēš  šānā  lə gālûtēnû  bə rōš  ha šānā  be  ʕāśôr  la  ḥōdeš  bə ʔarbaʕ  ʕeśrē  šānā  ʔaḥar  ʔăšer  hukkətā  hā ʕîr  bə ʕeṣem  ha yôm  ha zê  hāyətā  ʕālay  yad  yəhwāh  wa yābē  ʔōtî  šāmmā,Transitional Biblical Hebrew
Ezek 39:16,wə gam  šem  ʕîr  hămônā  wə ṭihărû  hā ʔāreṣ,Transitional Biblical Hebrew
Ezek 27:6,ʔallônîm  mi bāšān  ʕāśû  miššôṭāyik  qaršēk  ʕāśû  šēn  bat  ʔăšurîm  mē ʔiyyê  kittiyyîm,Transitional Biblical Hebrew
Ezek 36:18,wā ʔešpōk  ḥămātî  ʕălêhem  ʕal  ha dām  ʔăšer  šāpəkû  ʕal  hā ʔāreṣ  û bə gillûlêhem  ṭimməʔûhā,Transitional Biblical Hebrew
Isa 45:4,ləmaʕan  ʕabdî  yaʕăqōb  wə yiśrāʔēl  bəḥîrî  wā ʔeqrā  ləkā  bi šəmekā  ʔăkannəkā  wə lō  yədaʕtānî,Transitional Biblical Hebrew
Ezek 27:11,bənê  ʔarwad  wə ḥêlēk  ʕal  ḥômôtayik  sābîb  wə gammādîm  bə migdəlôtayik  hāyû  šilṭêhem  tillû  ʕal  ḥômôtayik  sābîb  hēmmā  kāləlû  yopyēk,Transitional Biblical Hebrew
Ezek 27:32,wə nāśəʔû  ʔēlayik  bə nîhem  qînā  wə qônənû  ʕālāyik  mî  kə ṣôr  kə dumā  bə tôk  ha yom,Transitional Biblical Hebrew
Ezek 16:31,bi bənôtayik  gabbēk  bə rōš  kol  derek  wə rāmātēk  ʕāśît  bə kol  rəḥôb  wə lō  hāyît  ka  zônā  lə qallēs  ʔetnān,Transitional Biblical Hebrew
Ezek 23:44,wa yābô  ʔēlêhā  kə bô  ʔel  ʔiššā  zônā  kēn  bāʔû  ʔel  ʔohᵒlā  wə ʔel  ʔohᵒlîbā  ʔiššōt  ha zimmā,Transitional Biblical Hebrew
Ezek 42:1,wa yôṣiʔēnî  ʔel  he ḥāṣēr  ha ḥîṣônā  ha derek  derek  ha ṣāpôn  wa yəbiʔēnî  ʔel  ha liškā  ʔăšer  neged  ha gizrā  wa ʔăšer  neged  ha binyān  ʔel  ha ṣāpôn,Transitional Biblical Hebrew
Isa 42:8,ʔănî  yəhwāh  hû  šəmî  û kəbôdî  lə ʔaḥēr  lō  ʔettēn  û təhillātî  la  pəsîlîm,Transitional Biblical Hebrew
Jer 22:19,qəbûrat  ḥămôr  yiqqābēr  sāḥôb  wə hašlēk  mē hāləʔā  lə šaʕărê  yərûšālāim,Transitional Biblical Hebrew
Jer 1:2,ʔăšer  hāyā  dəbar  yəhwāh  ʔēlāʸw  bi ymê  yōšiyyāhû  ben  ʔāmôn  melek  yəhûdā  bi šəlōš  ʕeśrē  šānā  lə māləkô,Transitional Biblical Hebrew
Ezek 11:1,wa tiśśā  ʔōtî  rûaḥ  wa tābē  ʔōtî  ʔel  šaʕar  bêt  yəhwāh  ha qadmônî  ha pônê  qādîmā  wə hinnē  bə petaḥ  ha šaʕar  ʕeśrîm  wa ḥămiššā  ʔîš  wā ʔerʔê  bə tôkām  ʔet  yaʔăzanyā  ben  ʕazzur  wə ʔet  pəlaṭyāhû  ben  bənāyāhû  śārê  hā ʕām,Transitional Biblical Hebrew
Jer 34:22,hinnî  məṣawwê  nəʔum  yəhwāh  wa hăšibōtîm  ʔel  hā ʕîr  ha zōt  wə nilḥămû  ʕālêhā  û ləkādûhā  û śərāpuhā  bā  ʔēš  wə ʔet  ʕārê  yəhûdā  ʔettēn  šəmāmā  mē ʔên  yōšēb,Transitional Biblical Hebrew
Jer 4:30,wə ʔat  šādûd  mah  taʕăśî  kî  tilbəšî  šānî  kî  taʕdî  ʕădî  zāhāb  kî  tiqrəʕî  ba  pûk  ʕênayik  la  šāwə  tityappî  māʔăsû  bāk  ʕōgəbîm  napšēk  yəbaqqēšû,Transitional Biblical Hebrew
Jer 36:7,ʔûlay  tippōl  təḥinnātām  li pənê  yəhwāh  wə yāšubû  ʔîš  mi darkô  hā rāʕā  kî  gādôl  hā ʔap  wə ha ḥēmā  ʔăšer  dibber  yəhwāh  ʔel  hā ʕām  ha zê,Transitional Biblical Hebrew
Ezek 26:17,wə nāśəʔû  ʕālayik  qînā  wə ʔāmərû  lāk  ʔêk  ʔābadt  nôšebet  mi yammîm  hā ʕîr  ha hullālā  ʔăšer  hāyətā  ḥăzāqā  ba  yom  hî  wə yōšəbêhā  ʔăšer  nātənû  ḥittîtām  lə kol  yôšəbêhā,Transitional Biblical Hebrew
Jer 52:12,û ba  ḥōdeš  ha ḥămîšî  be  ʕāśôr  la  ḥōdeš  hî  šənat  təšaʕ  ʕeśrē  šānā  la  melek  nəbûkadreṣṣar  melek  bābel  bā  nəbûzarʔădān  rab  ṭabbāḥîm  ʕāmad  li pənê  melek  bābel  bi yrûšālāim,Transitional Biblical Hebrew
Jer 26:8,wa yəhî  kə kallôt  yirməyāhû  lə dabbēr  ʔēt  kol  ʔăšer  ṣiwwā  yəhwāh  lə dabbēr  ʔel  kol  hā ʕām  wa yitpəśû  ʔōtô  ha kōhănîm  wə ha nəbiʔîm  wə kol  hā ʕām  lē ʔmōr  môt  tāmût,Transitional Biblical Hebrew
Isa 42:4,lō  yikhê  wə lō  yārûṣ  ʕad  yāśîm  bā  ʔāreṣ  mišpāṭ  û lə tôrātô  ʔiyyîm  yəyaḥêlû,Transitional Biblical Hebrew
Jer 31:34,wə lō  yəlammədû  ʕôd  ʔîš  ʔet  rēʕēhû  wə ʔîš  ʔet  ʔāḥiʸw  lē ʔmōr  dəʕû  ʔet  yəhwāh  kî  kûllām  yēdəʕû  ʔôtî  lə mi qəṭannām  wə ʕad  gədôlām  nəʔum  yəhwāh  kî  ʔeslaḥ  la ʕăwōnām  û lə ḥaṭṭātām  lō  ʔezkor  ʕôd,Transitional Biblical Hebrew
Ezek 33:3,wə rāʔā  ʔet  ha ḥereb  bāʔā  ʕal  hā ʔāreṣ  wə tāqaʕ  ba  šôpār  wə hizhîr  ʔet  hā ʕām,Transitional Biblical Hebrew
Jer 45:5,wə ʔattā  təbaqqeš  ləkā  gədōlôt  ʔal  təbaqqēš  kî  hinnî  mēbî  rāʕā  ʕal  kol  bāśār  nəʔum  yəhwāh  wə nātattî  ləkā  ʔet  napšəkā  lə šālāl  ʕal  kol  ha məqōmôt  ʔăšer  tēlek  šām,Transitional Biblical Hebrew
Ezek 3:23,wā ʔāqûm  wā ʔēṣē  ʔel  ha biqʕā  wə hinnē  šām  kəbôd  yəhwāh  ʕōmēd  ka  kābôd  ʔăšer  rāʔîtî  ʕal  nəhar  kəbār  wā ʔeppōl  ʕal  pānāy,Transitional Biblical Hebrew
Isa 53:8,mē ʕōṣer  û mi mišpāṭ  luqqāḥ  wə ʔet  dôrô  mî  yəśôḥēaḥ  kî  nigzar  mē ʔereṣ  ḥayyîm  mi pešaʕ  ʕammî  negaʕ  lāmô,Transitional Biblical Hebrew
Jer 4:14,kabbəsî  mē rāʕā  libbēk  yərûšālaim  ləmaʕan  tiwwāšēʕî  ʕad  mātay  tālîn  bə qirbēk  maḥšəbôt  ʔônēk,Transitional Biblical Hebrew
Isa 44:12,ḥāraš  barzel  maʕăṣād  û pāʕal  ba  peḥām  û ba  maqqābôt  yiṣṣərēhû  wa yipʕālēhû  bi zərôaʕ  kōḥô  gam  rāʕēb  wə ʔên  kōaḥ  lō  šātā  mayim  wa yîʕāp,Transitional Biblical Hebrew
Ezek 46:2,û bā  ha nāśî  derek  ʔûlām  ha šaʕar  mi ḥûṣ  wə ʕāmad  ʕal  məzûzat  ha šaʕar  wə ʕāśû  ha kōhănîm  ʔet  ʕôlātô  wə ʔet  šəlāmāʸw  wə hištaḥăwā  ʕal  miptan  ha šaʕar  wə yāṣā  wə ha šaʕar  lō  yissāgēr  ʕad  hā ʕāreb,Transitional Biblical Hebrew
Jer 26:5,li šəmōaʕ  ʕal  dibrê  ʕăbāday  ha nəbiʔîm  ʔăšer  ʔānōkî  šōlēaḥ  ʔălêkem  wə haškēm  wə šālōaḥ  wə lō  šəmaʕtem,Transitional Biblical Hebrew
Jer 13:13,wə ʔāmartā  ʔălêhem  kō  ʔāmar  yəhwāh  hinnî  məmallē  ʔet  kol  yōšəbê  hā ʔāreṣ  ha zōt  wə ʔet  ha məlākîm  ha yōšəbîm  lə dāwid  ʕal  kisʔô  wə ʔet  ha kōhănîm  wə ʔet  ha nəbîʔîm  wə ʔēt  kol  yōšəbê  yərûšālāim  šikkārôn,Transitional Biblical Hebrew
Ezek 26:21,ballāhôt  ʔettənēk  wə ʔênēk  û təbuqšî  wə lō  timmāṣəʔî  ʕôd  lə ʕôlām  nəʔum  ʔădōnāy  yəhôih,Transitional Biblical Hebrew
Jer 46:20,ʕeglā  yəpē  piyyā  miṣrāyim  qereṣ  mi ṣāpôn  bā  bā,Transitional Biblical Hebrew
Ezek 33:4,wə šāmaʕ  ha šōmēaʕ  ʔet  qôl  ha šôpār  wə lō  nizhār  wa tābô  ḥereb  wa tiqqāḥēhû  dāmô  bə rōšô  yihyê,Transitional Biblical Hebrew
Jer 22:12,kî  bi məqôm  ʔăšer  higlû  ʔōtô  šām  yāmût  wə ʔet  hā ʔāreṣ  ha zōt  lō  yirʔê  ʕôd,Transitional Biblical Hebrew
Jer 23:23,ha ʔĕlōhê  mi qārōb  ʔānî  nəʔum  yəhwāh  wə lō  ʔĕlōhê  mē rāḥōq,Transitional Biblical Hebrew
Ezek 31:17,gam  hēm  ʔittô  yārədû  šəʔôlā  ʔel  ḥallê  ḥāreb  û zərōʕô  yāšəbû  bə ṣillô  bə tôk  gôyim,Transitional Biblical Hebrew
Jer 25:36,qôl  ṣaʕăqat  hā rōʕîm  wi yllat  ʔaddîrê  ha ṣōn  kî  šōdēd  yəhwāh  ʔet  marʕîtām,Transitional Biblical Hebrew
Jer 6:9,kō  ʔāmar  yəhôāh  ṣəbāʔôt  ʕôlēl  yəʕôləlû  ka  gepen  šəʔērît  yiśrāʔēl  hāšēb  yādəkā  kə bôṣēr  ʕal  salsillôt,Transitional Biblical Hebrew
Ezek 42:9,û mi taḥat  ha ləšākôt  hā ʔēllê  ha mēbî  mē ha qādîm  bə bōʔô  lā hēnnā  mē he ḥāṣēr  ha ḥiṣōnā,Transitional Biblical Hebrew
Jer 15:4,û nətattîm  lə zaʕăwā  lə kōl  mamləkôt  hā ʔāreṣ  bi gəlal  mənaššê  ben  yəḥizqiyyāhû  melek  yəhûdā  ʕal  ʔăšer  ʕāśā  bi yrûšālāim,Transitional Biblical Hebrew
Isa 48:10,hinnē  ṣəraptîkā  wə lō  bə kāsep  bəḥartîkā  bə kûr  ʕōnî,Transitional Biblical Hebrew
Jer 7:29,gozzî  nizrēk  wə hašlîkî  û śəʔî  ʕal  šəpāyim  qînā  kî  māʔas  yəhwāh  wa yiṭṭōš  ʔet  dôr  ʕebrātô,Transitional Biblical Hebrew
Jer 32:22,wa tittēn  lāhem  ʔet  hā ʔāreṣ  ha zōt  ʔăšer  nišbaʕtā  la ʔăbôtām  lā tēt  lāhem  ʔereṣ  zābat  ḥālāb  û dəbāš,Transitional Biblical Hebrew
Jer 36:28,šûb  qaḥ  ləkā  məgillā  ʔaḥeret  û kətōb  ʕālêhā  ʔēt  kol  ha dəbārîm  hā rišōnîm  ʔăšer  hāyû  ʕal  ha məgillā  hā rišōnā  ʔăšer  śārap  yəhôyāqîm  melek  yəhûdā,Transitional Biblical Hebrew
Ezek 43:8,bə tittām  sippām  ʔet  sippî  û məzûzātām  ʔēṣel  məzûzātî  wə ha qîr  bênî  û bênêhem  wə ṭimməʔû  ʔet  šēm  qodšî  bə tôʕăbôtām  ʔăšer  ʕāśû  wā ʔăkal  ʔōtām  bə ʔappî,Transitional Biblical Hebrew
Ezek 35:13,wa tagdîlû  ʕālay  bə pîkem  wə haʕtartem  ʕālay  dibrêkem  ʔănî  šāmāʕəttî,Transitional Biblical Hebrew
Ezek 43:7,wa yōmer  ʔēlay  ben  ʔādām  ʔet  məqôm  kisʔî  wə ʔet  məqôm  kappôt  raglay  ʔăšer  ʔeškon  šām  bə tôk  bənê  yiśrāʔēl  lə ʕôlām  wə lō  yəṭamməʔû  ʕôd  bêt  yiśrāʔēl  šēm  qodšî  hēmmā  û maləkêhem  bi zənûtām  û bə pigrê  maləkêhem  bāmôtām,Transitional Biblical Hebrew
Jer 31:15,kō  ʔāmar  yəhwāh  qôl  bə rāmā  nišmāʕ  nəhî  bəkî  tamrûrîm  rāḥēl  məbakkā  ʕal  bānêhā  mēʔănā  lə hinnāḥēm  ʕal  bānêhā  kî  ʔênennû,Transitional Biblical Hebrew
Ezek 33:23,wa yəhî  dəbar  yəhôāh  ʔēlay  lē ʔmōr,Transitional Biblical Hebrew
Isa 42:21,yəhwāh  ḥāpēṣ  ləmaʕan  ṣidqô  yagdîl  tôrā  wə yadîr,Transitional Biblical Hebrew
Isa 41:2,mî  hēʕîr  mi mizrāḥ  ṣedeq  yiqrāʔēhû  lə raglô  yittēn  lə pānāʸw  gôyim  û məlākîm  yard  yittēn  ke  ʕāpār  ḥarbô  kə qaš  niddāp  qaštô,Transitional Biblical Hebrew
Ezek 8:11,wə šibʕîm  ʔîš  mi ziqnê  bêt  yiśrāʔēl  wə yaʔăzanyāhû  ben  šāpān  ʕōmēd  bə tôkām  ʕōmədîm  li pənêhem  wə ʔîš  miqṭartô  bə yādô  wa ʕătar  ʕănan  ha qəṭōret  ʕōlê,Transitional Biblical Hebrew
Isa 54:16,hinnē  ʔānōkî  bārātî  ḥārāš  nōpēaḥ  bə ʔēš  peḥām  û môṣî  kəlî  lə maʕăśēhû  wə ʔānōkî  bārātî  mašḥît  lə ḥabbēl,Transitional Biblical Hebrew
Jer 18:16,lā śûm  ʔarṣām  lə šammā  šərîqōt  ʕôlām  kōl  ʕôbēr  ʕālêhā  yiššōm  wə yānîd  bə rōšô,Transitional Biblical Hebrew
Isa 53:6,kullānû  ka  ṣōn  tāʕînû  ʔîš  lə darkô  pānînû  wa yhwāh  hipgîaʕ  bô  ʔēt  ʕăwōn  kullānû,Transitional Biblical Hebrew
Isa 48:1,šimʕû  zōt  bêt  yaʕăqōb  ha niqrāʔîm  bə šēm  yiśrāʔēl  û mi mê  yəhûdā  yāṣāʔû  ha nišbāʕîm  bə šēm  yəhwāh  û bē ʔlōhê  yiśrāʔēl  yazkîrû  lō  be ʔĕmet  wə lō  bi ṣədāqā,Transitional Biblical Hebrew
Jer 8:9,hōbîšû  ḥăkāmîm  ḥattû  wa yillākēdû  hinnē  bi dəbar  yəhwāh  māʔāsû  wə ḥokmat  mê  lāhem,Transitional Biblical Hebrew
Ezek 17:10,wə hinnē  šətûlā  hă tiṣlāḥ  hă lô  kə gaʕat  bāh  rûaḥ  ha qādîm  tîbaš  yābōš  ʕal  ʕărugōt  ṣimḥāh  tîbāš,Transitional Biblical Hebrew
Jer 25:34,hêlîlû  hā rōʕîm  wə zaʕăqû  wə hitpalləšû  ʔaddîrê  ha ṣōn  kî  māləʔû  yəmêkem  li ṭəbôaḥ  û təpôṣôtîkem  û nəpaltem  ki kəlî  ḥemdā,Transitional Biblical Hebrew
