Verse,Text,Stage
2 Kgs 21:19,ben  ʕeśrîm  û šəttayim  šānā  ʔāmôn  bə māləkô  û šəttayim  šānîm  mālak  bi yrûšālāim  wə šēm  ʔimmô  məšullemet  bat  ḥārûṣ  min  yāṭəbā,Classical Biblical Hebrew
2 Kgs 21:20,wa yaʕaś  hā raʕ  bə ʕênê  yəhwāh  ka ʔăšer  ʕāśā  mənaššê  ʔābiʸw,Classical Biblical Hebrew
2 Kgs 21:21,wa yēlek  bə kol  ha derek  ʔăšer  hālak  ʔābiʸw  wa yaʕăbōd  ʔet  ha gillulîm  ʔăšer  ʕābad  ʔābiʸw  wa yištaḥû  lāhem,Classical Biblical Hebrew
2 Kgs 21:22,wa yaʕăzōb  ʔet  yəhwāh  ʔĕlōhê  ʔăbōtāʸw  wə lō  hālak  bə derek  yəhwāh,Classical Biblical Hebrew
2 Kgs 21:23,wa yiqšərû  ʕabədê  ʔāmôn  ʕālāʸw  wa yāmîtû  ʔet  ha melek  bə bêtô,Classical Biblical Hebrew
2 Kgs 21:24,wa yak  ʕam  hā ʔāreṣ  ʔēt  kol  ha qōšərîm  ʕal  ha melek  ʔāmôn  wa yamlîkû  ʕam  hā ʔāreṣ  ʔet  yōšiyyāhû  bənô  taḥtāʸw,Classical Biblical Hebrew
2 Kgs 21:25,wə yeter  dibrê  ʔāmôn  ʔăšer  ʕāśā  hă lō  hēm  kətûbîm  ʕal  sēper  dibrê  ha yāmîm  lə maləkê  yəhûdā,Classical Biblical Hebrew
2 Kgs 21:26,wa yiqbəōr  ʔōtô  bi qəburātô  bə gan  ʕuzzā  wa yimlōk  yōšiyyāhû  bənô  taḥtāʸw,Classical Biblical Hebrew
2 Kgs 22:1,ben  šəmōnê  šānā  yōšiyyāhû  bə māləkô  û šəlōšîm  wə ʔaḥat  šānā  mālak  bi yrûšālāim  wə šēm  ʔimmô  yədîdā  bat  ʕădāyā  mi boṣqat,Classical Biblical Hebrew
2 Kgs 22:2,wa yaʕaś  ha yāšār  bə ʕênê  yəhwāh  wa yēlek  bə kol  derek  dāwid  ʔābiʸw  wə lō  sār  yāmîn  û śəmôl,Classical Biblical Hebrew
2 Kgs 22:3,wa yəhî  bi šəmōnê  ʕeśrē  šānā  la  melek  yōšiyyāhû  šālaḥ  ha melek  ʔet  šāpān  ben  ʔăṣalyāhû  ben  məšullām  ha sōpēr  bêt  yəhwāh  lē ʔmōr,Classical Biblical Hebrew
2 Kgs 22:4,ʕălē  ʔel  ḥilqiyyāhû  ha kōhēn  ha gādôl  wə yattēm  ʔet  ha kesep  ha mûbā  bêt  yəhwāh  ʔăšer  ʔāsəpû  šōmərê  ha sap  mē ʔēt  hā ʕām,Classical Biblical Hebrew
2 Kgs 22:5,wə yittənuhû  ʕal  yad  ʕōśê  ha məlākā  ha mupqādîm  bêt  yəhwāh  wə yittənû  ʔōtô  lə ʕōśê  ha məlākā  ʔăšer  bə bêt  yəhwāh  lə ḥazzēq  bedeq  ha bāyit,Classical Biblical Hebrew
2 Kgs 22:6,le  ḥārāšîm  wə la  bōnîm  wə la  gōdərîm  wə li qənôt  ʕēṣîm  wə ʔabnê  maḥṣēb  lə ḥazzēq  ʔet  ha bāyit,Classical Biblical Hebrew
2 Kgs 22:7,ʔak  lō  yēḥāšēb  ʔittām  ha kesep  ha nittān  ʕal  yādām  kî  be ʔĕmûnā  hēm  ʕōśîm,Classical Biblical Hebrew
2 Kgs 22:8,wa yōmer  ḥilqiyyāhû  ha kōhēn  ha gādôl  ʕal  šāpān  ha sōpēr  sēper  ha tôrā  māṣātî  bə bêt  yəhwāh  wa yittēn  ḥilqiyyā  ʔet  ha sēper  ʔel  šāpān  wa yiqrāʔēhû,Classical Biblical Hebrew
2 Kgs 22:9,wa yābō  šāpān  ha sōpēr  ʔel  ha melek  wa yāšeb  ʔet  ha melek  dābār  wa yōmer  hittîkû  ʕăbādêkā  ʔet  ha kesep  ha nimṣā  ba  bayit  wa yittənuhû  ʕal  yad  ʕōśê  ha məlākā  ha mupqādîm  bêt  yəhwāh,Classical Biblical Hebrew
2 Kgs 22:10,wa yaggēd  šāpān  ha sōpēr  la  melek  lē ʔmōr  sēper  nātan  lî  ḥilqiyyā  ha kōhēn  wa yiqrāʔēhû  šāpān  li pənê  ha melek,Classical Biblical Hebrew
2 Kgs 22:11,wa yəhî  ki šəmōaʕ  ha melek  ʔet  dibrê  sēper  ha tôrā  wa yiqraʕ  ʔet  bəgādāʸw,Classical Biblical Hebrew
2 Kgs 22:12,wa yəṣaw  ha melek  ʔet  ḥilqiyyā  ha kōhēn  wə ʔet  ʔăḥîqām  ben  šāpān  wə ʔet  ʕakbôr  ben  mîkāyā  wə ʔēt  šāpān  ha sōpēr  wə ʔēt  ʕăśāyā  ʕebed  ha melek  lē ʔmōr,Classical Biblical Hebrew
2 Kgs 22:13,ləkû  diršû  ʔet  yəhwāh  baʕădî  û bəʕad  hā ʕām  û bəʕad  kol  yəhûdā  ʕal  dibrê  ha sēper  ha nimṣā  ha zê  kî  gədôlā  ḥămat  yəhwāh  ʔăšer  hî  niṣṣətā  bānû  ʕal  ʔăšer  lō  šāməʕû  ʔăbōtênû  ʕal  dibrê  ha sēper  ha zê  la ʕăśôt  kə kol  ha kātûb  ʕālênû,Classical Biblical Hebrew
2 Kgs 22:14,wa yēlek  ḥilqiyyāhû  ha kōhēn  wa ʔăḥîqām  wə ʕakbôr  wə šāpān  wa ʕăśāyā  ʔel  ḥuldā  ha nəbîʔā  ʔēšet  šallum  ben  tiqwā  ben  ḥarḥas  šōmēr  ha bəgādîm  wə hî  yōšebet  bi yrûšālaim  ba  mišnê  wa yədabbərû  ʔēlêhā,Classical Biblical Hebrew
2 Kgs 22:15,wa tōmer  ʔălêhem  kō  ʔāmar  yəhwāh  ʔĕlōhê  yiśrāʔēl  ʔimrû  lā  ʔîš  ʔăšer  šālaḥ  ʔetəkem  ʔēlāy,Classical Biblical Hebrew
2 Kgs 22:16,kō  ʔāmar  yəhwāh  hinnî  mēbî  rāʕā  ʔel  ha māqôm  ha zê  wə ʕal  yōšəbāʸw  ʔēt  kol  dibrê  ha sēper  ʔăšer  qārā  melek  yəhûdā,Classical Biblical Hebrew
2 Kgs 22:17,taḥat  ʔăšer  ʕăzābûnî  wa yəqaṭṭərû  lē ʔlōhîm  ʔăḥērîm  ləmaʕan  hakʕîsēnî  bə kōl  maʕăśē  yədêhem  wə niṣṣətā  ḥămātî  ba  māqôm  ha zê  wə lō  tikbê,Classical Biblical Hebrew
2 Kgs 22:18,wə ʔel  melek  yəhûdā  ha šōlēaḥ  ʔetəkem  li dərōš  ʔet  yəhwāh  kō  tōmərû  ʔēlāʸw  kō  ʔāmar  yəhwāh  ʔĕlōhê  yiśrāʔēl  ha dəbārîm  ʔăšer  šāmāʕəttā,Classical Biblical Hebrew
2 Kgs 22:19,yaʕan  rak  ləbābəkā  wa tikkānaʕ  mi pənê  yəhwāh  bə šomʕăkā  ʔăšer  dibbartî  ʕal  ha māqôm  ha zê  wə ʕal  yōšəbāʸw  li həyôt  lə šammā  wə li qəlālā  wa tiqraʕ  ʔet  bəgādêkā  wa tibkê  lə pānāy  wə gam  ʔānōkî  šāmaʕtî  nəʔum  yəhwāh,Classical Biblical Hebrew
2 Kgs 22:20,lākēn  hinnî  ʔōsipəkā  ʕal  ʔăbōtêkā  wə neʔĕsaptā  ʔel  qibrōtêkā  bə šālôm  wə lō  tirʔênā  ʕênêkā  bə kōl  hā rāʕā  ʔăšer  ʔănî  mēbî  ʕal  ha māqôm  ha zê  wa yāšîbû  ʔet  ha melek  dābār,Classical Biblical Hebrew
2 Kgs 23:1,wa yišlaḥ  ha melek  wa yaʔasəpû  ʔēlāʸw  kol  ziqnê  yəhûdā  wi yrûšālāim,Classical Biblical Hebrew
2 Kgs 23:2,wa yaʕal  ha melek  bêt  yəhwāh  wə kol  ʔîš  yəhûdā  wə kol  yōšəbê  yərûšālaim  ʔittô  wə ha kōhănîm  wə ha nəbîʔîm  wə kol  hā ʕām  lə mi qāṭōn  wə ʕad  gādôl  wa yiqrā  bə ʔoznêhem  ʔet  kol  dibrê  sēper  ha bərît  ha nimṣā  bə bêt  yəhwāh,Classical Biblical Hebrew
2 Kgs 23:3,wa yaʕămōd  ha melek  ʕal  hā ʕammûd  wa yikrōt  ʔet  ha bərît  li pənê  yəhwāh  lā leket  ʔaḥar  yəhwāh  wə li šəmōr  miṣwōtāʸw  wə ʔet  ʕēdəwōtāʸw  wə ʔet  ḥuqqōtāʸw  bə kol  lēb  û bə kol  nepeš  lə hāqîm  ʔet  dibrê  ha bərît  ha zōt  ha kətubîm  ʕal  ha sēper  ha zê  wa yaʕămōd  kol  hā ʕām  ba  bərît,Classical Biblical Hebrew
2 Kgs 23:4,wa yəṣaw  ha melek  ʔet  ḥilqiyyāhû  ha kōhēn  ha gādôl  wə ʔet  kōhănê  ha mišnê  wə ʔet  šōmərê  ha sap  lə hôṣî  mē hêkal  yəhwāh  ʔēt  kol  ha kēlîm  hā ʕăśûyim  la  baʕal  wə lā  ʔăšērā  û lə kōl  ṣəbā  ha šāmāyim  wa yiśrəpēm  mi ḥûṣ  li yrûšālaim  bə šadmôt  qidrôn  wə nāśā  ʔet  ʕăpārām  bêt ʔēl,Classical Biblical Hebrew
2 Kgs 23:5,wə hišbît  ʔet  ha kəmārîm  ʔăšer  nātənû  maləkê  yəhûdā  wa yəqaṭṭēr  ba  bāmôt  bə ʕārê  yəhûdā  û məsibbê  yərûšālāim  wə ʔet  ha məqaṭṭərîm  la  baʕal  la  šemeš  wə la  yārēaḥ  wə la  mazzālôt  û lə kōl  ṣəbā  ha šāmāyim,Classical Biblical Hebrew
2 Kgs 23:6,wa yōṣē  ʔet  hā ʔăšērā  mi bêt  yəhwāh  mi ḥûṣ  li yrûšālaim  ʔel  naḥal  qidrôn  wa yiśrōp  ʔōtāh  bə naḥal  qidrôn  wa yādeq  lə ʕāpār  wa yašlēk  ʔet  ʕăpārāh  ʕal  qeber  bənê  hā ʕām,Classical Biblical Hebrew
2 Kgs 23:7,wa yittōṣ  ʔet  bāttê  ha qədēšîm  ʔăšer  bə bêt  yəhwāh  ʔăšer  ha nāšîm  ʔōrəgôt  šām  bāttîm  lā  ʔăšērā,Classical Biblical Hebrew
2 Kgs 23:8,wa yābē  ʔet  kol  ha kōhănîm  mē ʕārê  yəhûdā  wa yəṭammē  ʔet  ha bāmôt  ʔăšer  qiṭṭərû  šāmmā  ha kōhănîm  mi gebaʕ  ʕad  bəʔēr  šābaʕ  wə nātaṣ  ʔet  bāmôt  ha šəʕārîm  ʔăšer  petaḥ  šaʕar  yəhôšuaʕ  śar  hā ʕîr  ʔăšer  ʕal  śəmôl  ʔîš  bə šaʕar  hā ʕîr,Classical Biblical Hebrew
2 Kgs 23:9,ʔak  lō  yaʕălû  kōhănê  ha bāmôt  ʔel  mizbaḥ  yəhwāh  bi yrûšālāim  kî  ʔim  ʔākəlû  maṣṣôt  bə tôk  ʔăḥêhem,Classical Biblical Hebrew
2 Kgs 23:10,wə ṭimmē  ʔet  ha tōpet  ʔăšer  bə gê  ben  hinnōm  lə biltî  lə haʕăbîr  ʔîš  ʔet  bənô  wə ʔet  bittô  bā  ʔēš  la  mōlek,Classical Biblical Hebrew
2 Kgs 23:11,wa yašbēt  ʔet  ha sûsîm  ʔăšer  nātənû  maləkê  yəhûdā  la  šemeš  mi bō  bêt  yəhwāh  ʔel  liškat  nətan melek  ha sārîs  ʔăšer  ba  parwārîm  wə ʔet  markəbôt  ha šemeš  śārap  bā  ʔēš,Classical Biblical Hebrew
2 Kgs 23:12,wə ʔet  ha mizbəḥôt  ʔăšer  ʕal  ha gāg  ʕăliyyat  ʔāḥāz  ʔăšer  ʕāśû  maləkê  yəhûdā  wə ʔet  ha mizbəḥôt  ʔăšer  ʕāśā  mənaššê  bi šəttê  ḥaṣrôt  bêt  yəhwāh  nātaṣ  ha melek  wa yāroṣ  mi šām  wə hišlîk  ʔet  ʕăpārām  ʔel  naḥal  qidrôn,Classical Biblical Hebrew
2 Kgs 23:13,wə ʔet  ha bāmôt  ʔăšer  ʕal  pənê  yərûšālaim  ʔăšer  mi ymîn  lə har  ha mašḥît  ʔăšer  bānā  šəlōmō  melek  yiśrāʔēl  lə ʕaštōret  šiqquṣ  ṣîdōnîm  wə li kəmôš  šiqquṣ  môʔāb  û lə milkōm  tôʕăbat  bənê  ʕammôn  ṭimmē  ha melek,Classical Biblical Hebrew
2 Kgs 23:14,wə šibbar  ʔet  ha maṣṣēbôt  wa yikrōt  ʔet  hā ʔăšērîm  wa yəmallē  ʔet  məqômām  ʕaṣmôt  ʔādām,Classical Biblical Hebrew
2 Kgs 23:15,wə gam  ʔet  ha mizbēaḥ  ʔăšer  bə bêt ʔēl  ha bāmoh  ʔăšer  ʕāśā  yārobʕām  ben  nəbāṭ  ʔăšer  heḥĕṭî  ʔet  yiśrāʔēl  gam  ʔet  ha mizbēaḥ  ha hû  wə ʔet  ha bāmoh  nātāṣ  wa yiśrōp  ʔet  ha bāmoh  hēdaq  lə ʕāpār  wə śārap  ʔăšērā,Classical Biblical Hebrew
2 Kgs 23:16,wa yipen  yōšiyyāhû  wa yar  ʔet  ha qəbārîm  ʔăšer  šām  bā  hār  wa yišlaḥ  wa yiqqaḥ  ʔet  hā ʕăṣāmôt  min  ha qəbārîm  wa yiśrōp  ʕal  ha mizbēaḥ  wa yəṭamməʔēhû  ki dəbar  yəhwāh  ʔăšer  qārā  ʔîš  hā ʔĕlōhîm  ʔăšer  qārā  ʔet  ha dəbārîm  hā ʔēllê,Classical Biblical Hebrew
2 Kgs 23:17,wa yōmer  mā  ha ṣiyyûn  ha lāz  ʔăšer  ʔănî  rōʔê  wa yōmərû  ʔēlāʸw  ʔanšê  hā ʕîr  ha qeber  ʔîš  hā ʔĕlōhîm  ʔăšer  bā  mi yhûdā  wa yiqrā  ʔet  ha dəbārîm  hā ʔēllê  ʔăšer  ʕāśîtā  ʕal  ha mizbaḥ  bêt ʔēl,Classical Biblical Hebrew
2 Kgs 23:18,wa yōmer  hannîḥû  lô  ʔîš  ʔal  yānaʕ  ʕaṣmōtāʸw  wa yəmalləṭû  ʕaṣmōtāʸw  ʔēt  ʕaṣmôt  ha nābî  ʔăšer  bā  mi šōmərôn,Classical Biblical Hebrew
2 Kgs 23:19,wə gam  ʔet  kol  bāttê  ha bāmôt  ʔăšer  bə ʕārê  šōmərôn  ʔăšer  ʕāśû  maləkê  yiśrāʔēl  lə hakʕîs  hēsîr  yōšiyyāhû  wa yaʕaś  lāhem  kə kol  ha maʕăśîm  ʔăšer  ʕāśā  bə bêt ʔēl,Classical Biblical Hebrew
2 Kgs 23:20,wa yizbaḥ  ʔet  kol  kōhănê  ha bāmôt  ʔăšer  šām  ʕal  ha mizbəḥôt  wa yiśrōp  ʔet  ʕaṣmôt  ʔādām  ʕălêhem  wa yāšob  yərûšālāim,Classical Biblical Hebrew
2 Kgs 23:21,wa yəṣaw  ha melek  ʔet  kol  hā ʕām  lē ʔmōr  ʕăśû  pesaḥ  la yhwāh  ʔĕlōhêkem  ka  kātûb  ʕal  sēper  ha bərît  ha zê,Classical Biblical Hebrew
2 Kgs 23:22,kî  lō  naʕăśā  ka  pesaḥ  ha zê  mi ymê  ha šōpəṭîm  ʔăšer  šāpəṭû  ʔet  yiśrāʔēl  wə kōl  yəmê  maləkê  yiśrāʔēl  û maləkê  yəhûdā,Classical Biblical Hebrew
2 Kgs 23:23,kî  ʔim  bi šəmōnê  ʕeśrē  šānā  la  melek  yōšiyyāhû  naʕăśā  ha pesaḥ  ha zê  la yhwāh  bi yrûšālāim,Classical Biblical Hebrew
2 Kgs 23:24,wə gam  ʔet  hā ʔōbôt  wə ʔet  ha yiddəʕōnîm  wə ʔet  ha tərāpîm  wə ʔet  ha gillulîm  wə ʔēt  kol  ha šiqquṣîm  ʔăšer  nirʔû  bə ʔereṣ  yəhûdā  û bi yrûšālaim  biʕēr  yōšiyyāhû  ləmaʕan  hāqîm  ʔet  dibrê  ha tôrā  ha kətubîm  ʕal  ha sēper  ʔăšer  māṣā  ḥilqiyyāhû  ha kōhēn  bêt  yəhwāh,Classical Biblical Hebrew
2 Kgs 23:25,wə kāmōhû  lō  hāyā  lə pānāʸw  melek  ʔăšer  šāb  ʔel  yəhwāh  bə kol  ləbābô  û bə kol  napšô  û bə kol  məʔōdô  kə kōl  tôrat  mōšê  wə ʔaḥărāʸw  lō  qām  kāmōhû,Classical Biblical Hebrew
2 Kgs 23:26,ʔak  lō  šāb  yəhwāh  mē ḥărôn  ʔappô  ha gādôl  ʔăšer  ḥārā  ʔappô  bi yhûdā  ʕal  kol  ha kəʕāsîm  ʔăšer  hikʕîsô  mənaššê,Classical Biblical Hebrew
2 Kgs 23:27,wa yōmer  yəhwāh  gam  ʔet  yəhûdā  ʔāsîr  mē ʕal  pānay  ka ʔăšer  hăsirōtî  ʔet  yiśrāʔēl  û māʔastî  ʔet  hā ʕîr  ha zōt  ʔăšer  bāḥartî  ʔet  yərûšālaim  wə ʔet  ha bayit  ʔăšer  ʔāmartî  yihyê  šəmî  šām,Classical Biblical Hebrew
2 Kgs 23:28,wə yeter  dibrê  yōšiyyāhû  wə kol  ʔăšer  ʕāśā  hă lō  hēm  kətûbîm  ʕal  sēper  dibrê  ha yāmîm  lə maləkê  yəhûdā,Classical Biblical Hebrew
2 Kgs 23:29,bə yāmāʸw  ʕālā  parʕō  nəkō  melek  miṣrayim  ʕal  melek  ʔaššûr  ʕal  nəhar  pərāt  wa yēlek  ha melek  yōšiyyāhû  li qərātô  wa yəmîtēhû  bi məgiddô  ki rəʔōtô  ʔōtô,Classical Biblical Hebrew
2 Kgs 23:30,wa yarkibuhû  ʕăbādāʸw  mēt  mi məgiddô  wa yəbiʔuhû  yərûšālaim  wa yiqbəruhû  bi qəburātô  wa yiqqaḥ  ʕam  hā ʔāreṣ  ʔet  yəhôʔāḥāz  ben  yōšiyyāhû  wa yimšəḥû  ʔōtô  wa yamlîkû  ʔōtô  taḥat  ʔābiʸw,Classical Biblical Hebrew
2 Kgs 23:31,ben  ʕeśrîm  wə šālōš  šānā  yəhôʔāḥāz  bə māləkô  û šəlōšā  ḥᵒdāšîm  mālak  bi yrûšālāim  wə šēm  ʔimmô  ḥămûṭal  bat  yirməyāhû  mi libnā,Classical Biblical Hebrew
2 Kgs 23:32,wa yaʕaś  hā raʕ  bə ʕênê  yəhwāh  kə kōl  ʔăšer  ʕāśû  ʔăbōtāʸw,Classical Biblical Hebrew
2 Kgs 23:33,wa yaʔasrēhû  parʕō  nəkō  bə riblā  bə ʔereṣ  ḥămāt  mi məlōk  bi yrûšālāim  wa yitten  ʕōneš  ʕal  hā ʔāreṣ  mēʔā  kikkar  kesep  wə kikkar  zāhāb,Classical Biblical Hebrew
2 Kgs 23:34,wa yamlēk  parʕō  nəkō  ʔet  ʔelyāqîm  ben  yōšiyyāhû  taḥat  yōšiyyāhû  ʔābiʸw  wa yassēb  ʔet  šəmô  yəhôyāqîm  wə ʔet  yəhôʔāḥāz  lāqāḥ  wa yābō  miṣrayim  wa yāmot  šām,Classical Biblical Hebrew
2 Kgs 23:35,wə ha kesep  wə ha zāhāb  nātan  yəhôyāqîm  lə parʕō  ʔak  heʕĕrîk  ʔet  hā ʔāreṣ  lā tēt  ʔet  ha kesep  ʕal  pî  parʕō  ʔîš  kə ʕerkô  nāgaś  ʔet  ha kesep  wə ʔet  ha zāhāb  ʔet  ʕam  hā ʔāreṣ  lā tēt  lə parʕō  nəkō,Classical Biblical Hebrew
2 Kgs 23:36,ben  ʕeśrîm  wə ḥāmēš  šānā  yəhôyāqîm  bə māləkô  wə ʔaḥat  ʕeśrē  šānā  mālak  bi yrûšālāim  wə šēm  ʔimmô  zəbûddā  bat  pədāyā  min  rûmā,Classical Biblical Hebrew
2 Kgs 23:37,wa yaʕaś  hā raʕ  bə ʕênê  yəhwāh  kə kōl  ʔăšer  ʕāśû  ʔăbōtāʸw,Classical Biblical Hebrew
2 Kgs 24:1,bə yāmāʸw  ʕālā  nəbukadneṣṣar  melek  bābel  wa yəhî  lô  yəhôyāqîm  ʕebed  šālōš  šānîm  wa yāšob  wa yimrod  bô,Classical Biblical Hebrew
2 Kgs 24:2,wa yəšallaḥ  yəhwāh  bô  ʔet  gədûdê  kaśdîm  wə ʔet  gədûdê  ʔărām  wə ʔēt  gədûdê  môʔāb  wə ʔēt  gədûdê  bənê  ʕammôn  wa yəšalləḥēm  bi yhûdā  lə haʔăbîdô  ki dəbar  yəhwāh  ʔăšer  dibber  bə yad  ʕăbādāʸw  ha nəbîʔîm,Classical Biblical Hebrew
2 Kgs 24:3,ʔak  ʕal  pî  yəhwāh  hāyətā  bi yhûdā  lə hāsîr  mē ʕal  pānāʸw  bə ḥaṭṭōt  mənaššê  kə kōl  ʔăšer  ʕāśā,Classical Biblical Hebrew
2 Kgs 24:4,wə gam  dam  ha nāqî  ʔăšer  šāpāk  wa yəmallē  ʔet  yərûšālaim  dām  nāqî  wə lō  ʔābā  yəhwāh  li səlōaḥ,Classical Biblical Hebrew
2 Kgs 24:5,wə yeter  dibrê  yəhôyāqîm  wə kol  ʔăšer  ʕāśā  hă lō  hēm  kətûbîm  ʕal  sēper  dibrê  ha yāmîm  lə maləkê  yəhûdā,Classical Biblical Hebrew
2 Kgs 24:6,wa yiškab  yəhôyāqîm  ʕim  ʔăbōtāʸw  wa yimlōk  yəhôyākîn  bənô  taḥtāʸw,Classical Biblical Hebrew
2 Kgs 24:7,wə lō  hōsîp  ʕôd  melek  miṣrayim  lā ṣēt  mē ʔarṣô  kî  lāqaḥ  melek  bābel  mi naḥal  miṣrayim  ʕad  nəhar  pərāt  kōl  ʔăšer  hāyətā  lə melek  miṣrāyim,Classical Biblical Hebrew
2 Kgs 24:8,ben  šəmōnê  ʕeśrē  šānā  yəhôyākîn  bə māləkô  û šəlōšā  ḥᵒdāšîm  mālak  bi yrûšālāim  wə šēm  ʔimmô  nəḥuštā  bat  ʔelnātān  mi yrûšālāim,Classical Biblical Hebrew
2 Kgs 24:9,wa yaʕaś  hā raʕ  bə ʕênê  yəhwāh  kə kōl  ʔăšer  ʕāśā  ʔābiʸw,Classical Biblical Hebrew
2 Kgs 24:10,bā  ʕēt  ha hî  ʕālû  ʕabədê  nəbukadneṣṣar  melek  bābel  yərûšālāim  wa tābō  hā ʕîr  ba  māṣôr,Classical Biblical Hebrew
2 Kgs 24:11,wa yābō  nəbûkadneṣṣar  melek  bābel  ʕal  hā ʕîr  wa ʕăbādāʸw  ṣārîm  ʕālêhā,Classical Biblical Hebrew
2 Kgs 24:12,wa yēṣē  yəhôyākîn  melek  yəhûdā  ʕal  melek  bābel  hû  wə ʔimmô  wa ʕăbādāʸw  wə śārāʸw  wə sārîsāʸw  wa yiqqaḥ  ʔōtô  melek  bābel  bi šənat  šəmōnê  lə māləkô,Classical Biblical Hebrew
2 Kgs 24:13,wa yôṣē  mi šām  ʔet  kol  ʔôṣərôt  bêt  yəhwāh  wə ʔôṣərôt  bêt  ha melek  wa yəqaṣṣēṣ  ʔet  kol  kəlê  ha zāhāb  ʔăšer  ʕāśā  šəlōmō  melek  yiśrāʔēl  bə hêkal  yəhwāh  ka ʔăšer  dibber  yəhwāh,Classical Biblical Hebrew
2 Kgs 24:14,wə higlā  ʔet  kol  yərûšālaim  wə ʔet  kol  ha śārîm  wə ʔēt  kol  gibbôrê  ha ḥayil  ʕăśeret  ʔălāpîm  gôlê  wə kol  he ḥārāš  wə ha masgēr  lō  nišʔar  zûlat  dallat  ʕam  hā ʔāreṣ,Classical Biblical Hebrew
2 Kgs 24:15,wa yegel  ʔet  yəhôyākîn  bābelā  wə ʔet  ʔēm  ha melek  wə ʔet  nəšê  ha melek  wə ʔet  sārîsāʸw  wə ʔēt  ʔêlê  hā ʔāreṣ  hôlîk  gôlā  mi yrûšālaim  bābelā,Classical Biblical Hebrew
2 Kgs 24:16,wə ʔēt  kol  ʔanšê  ha ḥayil  šibʕat  ʔălāpîm  wə he ḥārāš  wə ha masgēr  ʔelep  ha kōl  gibbôrîm  ʕōśê  milḥāmā  wa yəbîʔēm  melek  bābel  gôlā  bābelā,Classical Biblical Hebrew
2 Kgs 24:17,wa yamlēk  melek  bābel  ʔet  mattanyā  dōdô  taḥtāʸw  wa yassēb  ʔet  šəmô  ṣidqiyyāhû,Classical Biblical Hebrew
2 Kgs 24:18,ben  ʕeśrîm  wə ʔaḥat  šānā  ṣidqiyyāhû  bə māləkô  wə ʔaḥat  ʕeśrē  šānā  mālak  bi yrûšālāim  wə šēm  ʔimmô  ḥămûṭal  bat  yirməyāhû  mi libnā,Classical Biblical Hebrew
2 Kgs 24:19,wa yaʕaś  hā raʕ  bə ʕênê  yəhwāh  kə kōl  ʔăšer  ʕāśā  yəhôyāqîm,Classical Biblical Hebrew
2 Kgs 24:20,kî  ʕal  ʔap  yəhwāh  hāyətā  bi yrûšālaim  û bi yhûdā  ʕad  hišlikô  ʔōtām  mē ʕal  pānāʸw  wa yimrōd  ṣidqiyyāhû  bə melek  bābel,Classical Biblical Hebrew
2 Kgs 25:1,wa yəhî  bi šənat  ha təšîʕît  lə māləkô  ba  ḥōdeš  hā ʕăśîrî  be  ʕāśôr  la  ḥōdeš  bā  nəbukadneṣṣar  melek  bābel  hû  wə kol  ḥêlô  ʕal  yərûšālaim  wa yiḥan  ʕālêhā  wa yibnû  ʕālêhā  dāyēq  sābîb,Classical Biblical Hebrew
2 Kgs 25:2,wa tābō  hā ʕîr  ba  māṣôr  ʕad  ʕaštê  ʕeśrē  šānā  la  melek  ṣidqiyyāhû,Classical Biblical Hebrew
2 Kgs 25:3,bə tišʕā  la  ḥōdeš  wa yeḥĕzaq  hā rāʕāb  bā  ʕîr  wə lō  hāyā  leḥem  lə ʕam  hā ʔāreṣ,Classical Biblical Hebrew
2 Kgs 25:4,wa tibbāqaʕ  hā ʕîr  wə kol  ʔanšê  ha milḥāmā  ha laylā  derek  šaʕar  bên  ha ḥōmōtayim  ʔăšer  ʕal  gan  ha melek  wə kaśdîm  ʕal  hā ʕîr  sābîb  wa yēlek  derek  hā ʕărābā,Classical Biblical Hebrew
2 Kgs 25:5,wa yirdəpû  ḥêl  kaśdîm  ʔaḥar  ha melek  wa yaśśigû  ʔōtô  bə ʕarəbôt  yərēḥô  wə kol  ḥêlô  nāpōṣû  mē ʕālāʸw,Classical Biblical Hebrew
2 Kgs 25:6,wa yitpəśû  ʔet  ha melek  wa yaʕălû  ʔōtô  ʔel  melek  bābel  riblātā  wa yədabbərû  ʔittô  mišpāṭ,Classical Biblical Hebrew
2 Kgs 25:7,wə ʔet  bənê  ṣidqiyyāhû  šāḥăṭû  lə ʕênāʸw  wə ʔet  ʕênê  ṣidqiyyāhû  ʕiwwēr  wa yaʔasrēhû  ba  nəḥuštayim  wa yəbiʔēhû  bābel,Classical Biblical Hebrew
2 Kgs 25:8,û ba  ḥōdeš  ha ḥămîšî  bə šibʕā  la  ḥōdeš  hî  šənat  təšaʕ  ʕeśrē  šānā  la  melek  nəbukadneṣṣar  melek  bābel  bā  nəbûzarʔădān  rab  ṭabbāḥîm  ʕebed  melek  bābel  yərûšālāim,Classical Biblical Hebrew
2 Kgs 25:9,wa yiśrōp  ʔet  bêt  yəhwāh  wə ʔet  bêt  ha melek  wə ʔēt  kol  bāttê  yərûšālaim  wə ʔet  kol  bêt  gādôl  śārap  bā  ʔēš,Classical Biblical Hebrew
2 Kgs 25:10,wə ʔet  ḥômōt  yərûšālaim  sābîb  nātəṣû  kol  ḥêl  kaśdîm  ʔăšer  rab  ṭabbāḥîm,Classical Biblical Hebrew
