Verse,Text
Isa 34:5,kî  riwwətā  ba  šāmayim  ḥarbî  hinnē  ʕal  ʔĕdôm  tērēd  wə ʕal  ʕam  ḥermî  lə mišpāṭ
Gen 10:9,hû  hāyā  gibbōr  ṣayid  li pənê  yəhwāh  ʕal  kēn  yēʔāmar  kə nimrōd  gibbôr  ṣayid  li pənê  yəhwāh
Job 41:22,taḥtāʸw  ḥaddûdê  ḥāreś  yirpad  ḥārûṣ  ʕălê  ṭîṭ
Job 36:28,ʔăšer  yizzəlû  šəḥāqîm  yirʕăpû  ʕălê  ʔādām  rāb
Ezek 40:35,wa yəbîʔēnî  ʔel  šaʕar  ha ṣāpôn  û mādad  ka  middôt  hā ʔēllê
2 Sam 14:25,û kə ʔabšālôm  lō  hāyā  ʔîš  yāpê  bə kol  yiśrāʔēl  lə hallēl  məʔōd  mi kap  raglô  wə ʕad  qodqᵒdô  lō  hāyā  bô  mûm
Jud 9:47,wa yuggad  la ʔăbîmelek  kî  hitqabbəṣû  kol  baʕălê  migdal  šəkem
Isa 34:10,laylā  wə yômām  lō  tikbê  lə ʕôlām  yaʕălê  ʕăšānāh  mi dôr  lā dôr  teḥĕrāb  lə nēṣaḥ  nəṣāḥîm  ʔên  ʕōbēr  bāh
Hos 4:8,ḥaṭṭat  ʕammî  yōkēlû  wə ʔel  ʕăwōnām  yiśʔû  napšô
1 Chr 11:18,wa yibqəʕû  ha šəlōšā  bə maḥănē  pəlištîm  wa yišʔăbû  mayim  mi bôr  bêt leḥem  ʔăšer  ba  šaʕar  wa yiśʔû  wa yābiʔû  ʔel  dāwîd  wə lō  ʔābā  dāwîd  li šəttôtām  wa yənassēk  ʔōtām  la yhwāh
1 Chr 26:6,wə li šəmaʕyā  bənô  nôlad  bānîm  ha mimšālîm  lə bêt  ʔăbîhem  kî  gibbôrê  ḥayil  hēmmā
Isa 52:8,qôl  ṣōpayik  nāśəʔû  qôl  yaḥdāw  yərannēnû  kî  ʕayin  bə ʕayin  yirʔû  bə šûb  yəhwāh  ṣiyyôn
Num 34:13,wa yəṣaw  mōšê  ʔet  bənê  yiśrāʔēl  lē ʔmōr  zōt  hā ʔāreṣ  ʔăšer  titnaḥălû  ʔōtāh  bə gôrāl  ʔăšer  ṣiwwā  yəhwāh  lā tēt  lə tišʕat  ha maṭṭôt  wa ḥăṣî  ha maṭṭê
2 Chr 15:18,wa yābē  ʔet  qodšê  ʔābiʸw  wə qodāšāʸw  bêt  hā ʔĕlōhîm  kesep  wə zāhāb  wə kēlîm
Deut 16:1,šāmôr  ʔet  ḥōdeš  hā ʔābîb  wə ʕāśîtā  pesaḥ  la yhwāh  ʔĕlōhêkā  kî  bə ḥōdeš  hā ʔābîb  hôṣîʔăkā  yəhwāh  ʔĕlōhêkā  mi miṣrayim  lāyəlā
Deut 10:15,raq  ba ʔăbōtêkā  ḥāšaq  yəhwāh  lə ʔahăbā  ʔôtām  wa yibḥar  bə zarʕām  ʔaḥărêhem  bākem  mi kol  hā ʕammîm  ka  yôm  ha zê
1 Chr 23:21,bənê  mərārî  maḥlî  û mûšî  bənê  maḥlî  ʔelʕāzār  wə qîš
Neh 13:6,û bə kol  zê  lō  hāyîtî  bi yrûšālāim  kî  bi šənat  šəlōšîm  û šəttayim  lə ʔartaḥšastə  melek  bābel  bātî  ʔel  ha melek  û lə qēṣ  yāmîm  nišʔaltî  min  ha melek
Prov 30:14,dôr  ḥărābôt  šinnāʸw  û maʔăkālôt  mətalləʕōtāʸw  le ʔĕkōl  ʕăniyyîm  mē ʔereṣ  w ʔebyônîm  mē ʔādām
Jer 52:7,wa tibbāqaʕ  hā ʕîr  wə kol  ʔanšê  ha milḥāmā  yibrəḥû  wa yēṣəʔû  mē hā ʕîr  laylā  derek  šaʕar  bên  ha ḥōmōtayim  ʔăšer  ʕal  gan  ha melek  wə kaśdîm  ʕal  hā ʕîr  sābîb  wa yēləkû  derek  hā ʕărābā
Ps 105:6,zeraʕ  ʔabrāhām  ʕabdô  bənê  yaʕăqōb  bəḥîrāʸw
Jer 29:2,ʔaḥărê  ṣēt  yəkonyā  ha melek  wə ha gəbîrā  wə ha sārîsîm  śārê  yəhûdā  wi yrûšālaim  wə he ḥārāš  wə ha masgēr  mi yrûšālāim
Gen 40:14,kî  ʔim  zəkartanî  ʔittəkā  ka ʔăšer  yîṭab  lāk  wə ʕāśîtā  nā  ʕimmādî  ḥāsed  wə hizkartanî  ʔel  parʕō  wə hôṣētanî  min  ha bayit  ha zê
Num 8:21,wa yitḥaṭṭəʔû  ha ləwiyyim  wa yəkabbəsû  bigədêhem  wa yānep  ʔahărōn  ʔōtām  tənûpā  li pənê  yəhwāh  wa yəkappēr  ʕălêhem  ʔahărōn  lə ṭahărām
Num 7:23,û lə zebaḥ  ha šəlāmîm  bāqār  šənayim  ʔêlim  ḥămiššā  ʕattûdîm  ḥămiššā  kəbāśîm  bənê  šānā  ḥămiššā  zê  qorban  nətanʔēl  ben  ṣûʕār
Gen 7:20,ḥămēš  ʕeśrē  ʔammā  mi lə maʕlā  gābərû  ha māyim  wa yəkussû  he hārîm
Ps 31:20,mā  rab  ṭûbəkā  ʔăšer  ṣāpantā  li yrēʔêkā  pāʕaltā  la  ḥōsîm  bāk  neged  bənê  ʔādām
Hag 1:7,kō  ʔāmar  yəhwāh  ṣəbāʔôt  śîmû  ləbabəkem  ʕal  darəkêkem
Prov 14:27,yirʔat  yhwāh  məqôr  ḥayyîm  lā sûr  mi mōqəšê  māwet
Zeph 3:10,mē ʕēber  lə nahărê  kûš  ʕătāray  bat  pûṣay  yôbilûn  minḥātî
Isa 10:4,biltî  kāraʕ  taḥat  ʔassîr  wə taḥat  hărûgîm  yippōlû  bə kol  zōt  lō  šāb  ʔappô  wə ʕôd  yādô  nəṭûyā
Num 33:32,wa yisʕû  mi bənê yaʕăqān  wa yaḥănû  bə ḥōr haggidgād
1 Sam 14:12,wa yaʕănû  ʔanšê  ha maṣṣābā  ʔet  yônātān  wə ʔet  nōśē  kēlāʸw  wa yōmərû  ʕălû  ʔēlênû  wə nôdîʕā  ʔetəkem  dābār wa yōmer  yônātān  ʔel  nōśē  kēlāʸw  ʕălē  ʔaḥăray  kî  nətānām  yəhwāh  bə yad  yiśrāʔēl
Ps 5:3,haqšîbā  lə qôl  šawʕî  malkî  wē ʔlōhāy  kî  ʔēlêkā  ʔetpallāl
Josh 6:8,wa yəhî  ke ʔĕmōr  yəhôšuaʕ  ʔel  hā ʕām  wə šibʕā  ha kōhănîm  nōśəʔîm  šibʕā  šôpərôt  ha yôbəlîm  li pənê  yəhwāh  ʕābərû  wə tāqəʕû  ba  šôpārôt  wa ʔărôn  bərît  yəhwāh  hōlēk  ʔaḥărêhem
Exod 10:23,lō  rāʔû  ʔîš  ʔet  ʔāḥiʸw  wə lō  qāmû  ʔîš  mi taḥtāʸw  šəlōšet  yāmîm  û lə kol  bənê  yiśrāʔēl  hāyā  ʔôr  bə môšəbōtām
Ps 89:44,ʔap  tāšîb  ṣûr  ḥarbô  wə lō  hăqêmōtô  ba  milḥāmā
1 Kgs 22:52,ʔăḥazyāhû  ben  ʔaḥʔāb  mālak  ʕal  yiśrāʔēl  bə šōmərôn  bi šənat  šəbaʕ  ʕeśrē  li yhôšopāṭ  melek  yəhûdā  wa yimlōk  ʕal  yiśrāʔēl  šənātāyim
1 Chr 27:26,wə ʕal  ʕōśê  məleket  ha śādê  la ʕăbōdat  hā ʔădāmā  ʕezrî  ben  kəlûb
Josh 8:35,lō  hāyā  dābār  mi kōl  ʔăšer  ṣiwwā  mōšê  ʔăšer  lō  qārā  yəhôšuaʕ  neged  kol  qəhal  yiśrāʔēl  wə ha nāšîm  wə ha ṭap  wə ha gēr  ha hōlēk  bə qirbām
Josh 24:25,wa yikrōt  yəhôšuaʕ  bərît  lā  ʕām  ba  yôm  ha hû  wa yāśem  lô  ḥōq  û mišpāṭ  bi šəkem
2 Sam 12:18,wa yəhî  ba  yôm  ha šəbîʕî  wa yāmot  ha yāled  wa yirʔû  ʕabədê  dāwid  lə haggîd  lô  kî  mēt  ha yeled  kî  ʔāmərû  hinnē  bi həyôt  ha yeled  ḥay  dibbarnû  ʔēlāʸw  wə lō  šāmaʕ  bə qôlēnû  wə ʔêk  nōmar  ʔēlāʸw  mēt  ha yeled  wə ʕāśā  rāʕā
1 Chr 29:26,wə dāwîd  ben  yišāy  mālak  ʕal  kol  yiśrāʔēl
Lev 4:6,wə ṭābal  ha kōhēn  ʔet  ʔeṣbāʕô  ba  dām  wə hizzā  min  ha dām  šebaʕ  pəʕāmîm  li pənê  yəhwāh  ʔet  pənê  pārōket  ha qōdeš
1 Chr 6:40,wa yittənû  lāhem  ʔet  ḥebrôn  bə ʔereṣ  yəhûdā  wə ʔet  migrāšêhā  səbîbōtêhā
Amos 5:16,lākēn  kō  ʔāmar  yəhwāh  ʔĕlōhê  ṣəbāʔôt  ʔădōnāy  bə kol  rəḥōbôt  mispēd  û bə kol  ḥûṣôt  yōmərû  hô  hô  wə qārəʔû  ʔikkār  ʔel  ʔēbel  û mispēd  ʔel  yôdəʕê  nêî
Lev 8:5,wa yōmer  mōšê  ʔel  hā ʕēdā  zê  ha dābār  ʔăšer  ṣiwwā  yəhwāh  la ʕăśôt
Esth 9:4,kî  gādôl  mordᵒkay  bə bêt  ha melek  wə šomʕô  hôlēk  bə kol  ha mədînôt  kî  hā ʔîš  mordᵒkay  hôlēk  wə gādôl
1 Sam 23:14,wa yēšeb  dāwid  ba  midbār  ba  məṣādôt  wa yēšeb  bā  hār  bə midbar  zîp  wa yəbaqšēhû  šāʔûl  kol  ha yāmîm  wə lō  nətānô  ʔĕlōhîm  bə yādô
Ezek 2:4,wə ha bānîm  qəšê  pānîm  wə ḥizqê  lēb  ʔănî  šôlēaḥ  ʔôtəkā  ʔălêhem  wə ʔāmartā  ʔălêhem  kō  ʔāmar  ʔădōnāy  yəhôih
Isa 54:9,kî  mê  nōaḥ  zōt  lî  ʔăšer  nišbaʕtî  mē ʕăbōr  mê  nōaḥ  ʕôd  ʕal  hā ʔāreṣ  kēn  nišbaʕtî  mi qəṣōp  ʕālayik  û mi gəʕor  bāk
2 Sam 19:42,wə hinnē  kol  ʔîš  yiśrāʔēl  bāʔîm  ʔel  ha melek  wa yōmərû  ʔel  ha melek  maddûaʕ  gənābûkā  ʔaḥênû  ʔîš  yəhûdā  wa yaʕăbirû  ʔet  ha melek  wə ʔet  bêtô  ʔet  ha yardēn  wə kol  ʔanšê  dāwid  ʕimmô
1 Chr 1:50,wa yāmot  baʕal ḥānān  wa yimlōk  taḥtāʸw  hădad  wə šēm  ʕîrô  pāʕî  wə šēm  ʔištô  məhêṭabʔēl  bat  maṭrēd  bat  mê zāhāb
Gen 41:50,û lə yôsēp  yullad  šənê  bānîm  bə ṭerem  tābô  šənat  hā rāʕāb  ʔăšer  yālədā  lô  ʔāsənat  bat  pôṭî peraʕ  kōhēn  ʔôn
Prov 28:27,nôtēn  lā  rāš  ʔên  maḥsôr  û maʕlîm  ʕênāʸw  rab  məʔērôt
Num 26:47,ʔēllê  mišpəḥōt  bənê  ʔāšēr  li pəqudêhem  šəlōšā  wa ḥămiššîm  ʔelep  wə ʔarbaʕ  mēʔôt
Num 11:29,wa yōmer  lô  mōšê  ha məqannē  ʔattā  lî  û mî  yittēn  kol  ʕam  yəhwāh  nəbîʔîm  kî  yittēn  yəhwāh  ʔet  rûḥô  ʕălêhem
Josh 4:20,wə ʔēt  šəttêm  ʕeśrē  hā ʔăbānîm  hā ʔēllê  ʔăšer  lāqəḥû  min  ha yardēn  hēqîm  yəhôšuaʕ  ba  gilgāl
Lev 17:4,wə ʔel  petaḥ  ʔōhel  môʕēd  lō  hĕbîʔô  lə haqrîb  qorbān  la yhwāh  li pənê  miškan  yəhwāh  dām  yēḥāšēb  lā  ʔîš  ha hû  dām  šāpāk  wə nikrat  hā ʔîš  ha hû  mi qereb  ʕammô
Jer 48:10,ʔārûr  ʕōśê  məleket  yəhwāh  rəmiyyā  wə ʔārûr  mōnēaʕ  ḥarbô  mi dām
Gen 5:3,wa yəḥî  ʔādām  šəlōšîm  û məʔat  šānā  wa yôled  bi dəmûtô  kə ṣalmô  wa yiqrā  ʔet  šəmô  šēt
Ps 119:128,ʕal  kēn  kol  piqqûdê  kōl  yiššārəttî  kol  ʔōraḥ  šeqer  śānētî
2 Sam 14:10,wa yōmer  ha melek  ha mədabbēr  ʔēlayik  wa hăbētô  ʔēlay  wə lō  yōsîp  ʕôd  lā gaʕat  bāk
1 Chr 6:66,wə ʔet  ḥešbôn  wə ʔet  migrāšêhā  wə ʔet  yaʕzêr  wə ʔet  migrāšêhā
Ps 89:29,l ʕôlām  ʔešmor  lô  ḥasdî  û bərîtî  neʔĕmenet  lô
Eccl 4:8,yēš  ʔeḥād  wə ʔên  šēnî  gam  bēn  wā ʔāḥ  ʔên  lô  wə ʔên  qēṣ  lə kol  ʕămālô  gam  ʕênô  lō  tiśbaʕ  ʕōšer  û lə mî  ʔănî  ʕāmēl  û məḥassēr  ʔet  napšî  mi ṭôbā  gam  zê  hebel  wə ʕinyan  rāʕ  hû
Ps 22:24,yirʔê  yəhwāh  hallûhû  kol  zeraʕ  yaʕăqōb  kabbədûhû  wə gûrû  mimmennû  kol  zeraʕ  yiśrāʔēl
Isa 59:3,kî  kappêkem  nəgōʔălû  ba  dām  wə ʔeṣbəʕôtêkem  be  ʕāwōn  śipətôtêkem  dibbərû  šeqer  ləšônəkem  ʕawlā  têgê
Ps 1:3,wə hāyā  kə ʕēṣ  šātûl  ʕal  paləgê  māyim  ʔăšer  piryô  yittēn  bə ʕittô  wə ʕālēhû  lō  yibbôl  wə kōl  ʔăšer  yaʕăśê  yaṣlîaḥ
Prov 24:1,ʔal  təqannē  bə ʔanšê  rāʕā  wə ʔal  titʔāʸw  li həyôt  ʔittām
Deut 34:4,wa yōmer  yəhwāh  ʔēlāʸw  zōt  hā ʔāreṣ  ʔăšer  nišbaʕtî  lə ʔabrāhām  lə yiṣḥāq  û lə yaʕăqōb  lē ʔmōr  lə zarʕăkā  ʔettənennā  herʔîtîkā  bə ʕênêkā  wə šāmmā  lō  taʕăbōr
Lev 26:10,wa ʔăkaltem  yāšān  nôšān  wə yāšān  mi pənê  ḥādāš  tôṣîʔû
Num 22:19,wə ʕattā  šəbû  nā  bā zê  gam  ʔattem  ha lāyəlā  wə ʔēdəʕā  mah  yōsēp  yəhwāh  dabbēr  ʕimmî
Josh 2:3,wa yišlaḥ  melek  yərîḥô  ʔel  rāḥāb  lē ʔmōr  hôṣîʔî  hā ʔănāšîm  ha bāʔîm  ʔēlayik  ʔăšer  bāʔû  lə bêtēk  kî  la ḥəppōr  ʔet  kol  hā ʔāreṣ  bāʔû
Isa 59:14,wə hussag  ʔāḥôr  mišpāṭ  û ṣədāqā  mē rāḥôq  taʕămōd  kî  kāšəlā  bā  rəḥôb  ʔĕmet  û nəkōḥā  lō  tûkal  lā bô
Neh 13:16,wə ha ṣōrîm  yāšəbû  bāh  məbîʔîm  dāg  wə kol  meker  û mōkərîm  ba  šabbāt  li bənê  yəhûdā  û bi yrûšālāim
Ps 138:7,ʔim  ʔēlēk  bə qereb  ṣārā  təḥayyēnî  ʕal  ʔap  ʔōyəbay  tišlaḥ  yādekā  wə tôšîʕēnî  yəmînekā
Eccl 2:25,kî  mî  yōkal  û mî  yāḥûš  ḥûṣ  mimmennî
Prov 5:8,harḥēq  mē ʕālêhā  darkekā  wə ʔal  tiqrab  ʔel  petaḥ  bêtāh
Num 21:8,wa yōmer  yəhwāh  ʔel  mōšê  ʕăśē  ləkā  śārāp  wə śîm  ʔōtô  ʕal  nēs  wə hāyā  kol  ha nāšûk  wə rāʔā  ʔōtô  wā ḥāy
Lev 26:43,wə hā ʔāreṣ  tēʕāzēb  mēhem  wə tireṣ  ʔet  šabbətōtêhā  bā həšammā  mēhem  wə hēm  yirṣû  ʔet  ʕăwōnām  yaʕan  û bə yaʕan  bə mišpāṭay  māʔāsû  wə ʔet  ḥuqqōtay  gāʕălā  napšām
Zech 3:3,wi yhôšuaʕ  hāyā  lābuš  bəgādîm  ṣôʔîm  wə ʕōmēd  li pənê  ha malʔāk
1 Sam 14:9,ʔim  kō  yōmərû  ʔēlênû  dōmmû  ʕad  haggîʕēnû  ʔălêkem  wə ʕāmadnû  taḥtênû  wə lō  naʕălê  ʔălêhem
Job 8:14,ʔăšer  yāqôṭ  kislô  û bêt  ʕakkābîš  mibṭaḥô
Ps 89:23,lō  yašši  ʔôyēb  bô  û ben  ʕawlā  lō  yəʕannennû
1 Kgs 20:25,wə ʔattā  timnê  ləkā  ḥayil  ka  ḥayil  ha nōpēl  mē ʔôtāk  wə sûs  ka  sûs  wə rekeb  kā  rekeb  wə nillāḥămā  ʔôtām  ba  mîšôr  ʔim  lō  neḥĕzaq  mēhem  wa yišmaʕ  lə qōlām  wa yaʕaś  kēn
Deut 8:12,pen  tōkal  wə śābāʕəttā  û bāttîm  ṭôbîm  tibnê  wə yāšābəttā
Job 15:4,ʔap  ʔattā  tāpēr  yirʔā  wə tigraʕ  śîḥā  li pənê  ʔēl
Ezek 39:18,bəśar  gibbôrîm  tōkēlû  wə dam  nəśîʔê  hā ʔāreṣ  tištû  ʔêlîm  kārîm  wə ʕattûdîm  pārîm  mərîʔê  bāšān  kullām
Micah 4:11,wə ʕattā  neʔesəpû  ʕālayik  gôyim  rabbîm  hā ʔōmərîm  teḥĕnāp  wə taḥaz  bə ṣiyyôn  ʕênênû
Ps 31:15,wa ʔănî  ʕālêkā  bāṭaḥtî  yəhwāh  ʔāmartî  ʔĕlōhay  ʔāttā
Ps 78:28,wa yappēl  bə qereb  maḥănēhû  sābîb  lə miškənōtāʸw
Ezek 44:1,wa yāšeb  ʔōtî  derek  šaʕar  ha miqdāš  ha ḥîṣôn  ha pōnê  qādîm  wə hû  sāgûr
Gen 33:13,wa yōmer  ʔēlāʸw  ʔădōnî  yōdēaʕ  kî  ha yəlādîm  rakkîm  wə ha ṣōn  wə ha bāqār  ʕālôt  ʕālāy  û dəpāqûm  yôm  ʔeḥād  wā mētû  kol  ha ṣōn
Song_of_songs 1:9,lə susātî  bə rikəbê  parʕō  dimmîtîk  raʕyātî
Num 19:10,wə kibbes  hā ʔōsēp  ʔet  ʔēper  ha pārā  ʔet  bəgādāʸw  wə ṭāmē  ʕad  hā ʕāreb  wə hāyətā  li bənê  yiśrāʔēl  wə la  gēr  ha gār  bə tôkām  lə ḥuqqat  ʕôlām
Ps 112:5,ṭôb  ʔîš  ḥônēn  û malwê  yəkalkēl  dəbārāʸw  bə mišpāṭ
Num 1:49,ʔak  ʔet  maṭṭē  lēwî  lō  tipqōd  wə ʔet  rōšām  lō  tiśśā  bə tôk  bənê  yiśrāʔēl
Josh 2:2,wa yēʔāmar  lə melek  yərîḥô  lē ʔmōr  hinnē  ʔănāšîm  bāʔû  hēnnā  ha laylā  mi bənê  yiśrāʔēl  la ḥəppōr  ʔet  hā ʔāreṣ
Num 34:21,lə maṭṭē  binyāmin  ʔĕlîdād  ben  kislôn
1 Sam 18:6,wa yəhî  bə bôʔām  bə šûb  dāwid  mē hakkôt  ʔet  ha pəlištî  wa tēṣenā  ha nāšîm  mi kol  ʕārê  yiśrāʔēl  lā šîr  wə ha məḥōlôt  li qərat  šāʔûl  ha melek  bə tuppîm  bə śimḥā  û bə šālišîm
1 Sam 12:1,wa yōmer  šəmûʔēl  ʔel  kol  yiśrāʔēl  hinnē  šāmaʕtî  bə qōləkem  lə kōl  ʔăšer  ʔămartem  lî  wā ʔamlîk  ʕălêkem  melek
Lev 11:39,wə kî  yāmût  min  ha bəhēmā  ʔăšer  hî  lākem  lə ʔoklā  ha nōgēaʕ  bə niblātāh  yiṭmā  ʕad  hā ʕāreb
Exod 10:12,wa yōmer  yəhwāh  ʔel  mōšê  nəṭē  yādəkā  ʕal  ʔereṣ  miṣrayim  bā  ʔarbê  wə yaʕal  ʕal  ʔereṣ  miṣrāyim  wə yōkal  ʔet  kol  ʕēśeb  hā ʔāreṣ  ʔēt  kol  ʔăšer  hišʔîr  ha bārād
Lev 13:36,wə rāʔāhû  ha kōhēn  wə hinnē  pāśā  ha neteq  bā  ʕôr  lō  yəbaqqēr  ha kōhēn  la  śēʕār  ha ṣāhōb  ṭāmē  hû
Ps 63:6,kəmô  ḥēleb  wā dešen  tiśbaʕ  napšî  wə śipətê  rnānôt  yəhallel  pî
1 Sam 3:3,wə nēr  ʔĕlōhîm  ṭerem  yikbê  û šəmûʔēl  šōkēb  bə hêkal  yəhwāh  ʔăšer  šām  ʔărôn  ʔĕlōhîm
1 Kgs 18:9,wa yōmer  mê  ḥāṭātî  kî  ʔattā  nōtēn  ʔet  ʕabdəkā  bə yad  ʔaḥʔāb  la hămîtēnî
Nah 1:12,kō  ʔāmar  yəhwāh  ʔim  šəlēmîm  wə kēn  rabbîm  wə kēn  nāgōzzû  wə ʕābār  wə ʕinnitik  lō  ʔăʕannēk  ʕôd
Ps 7:8,wa ʕădat  lʔummîm  təsôbəbekkā  w ʕālêhā  la  mārôm  šûbā
1 Sam 14:40,wa yōmer  ʔel  kol  yiśrāʔēl  ʔattem  tihyû  lə ʕēber  ʔeḥād  wa ʔănî  wə yônātān  bənî  nihyê  lə ʕēber  ʔeḥād  wa yōmərû  hā ʕām  ʔel  šāʔûl  ha ṭôb  bə ʕênêkā  ʕăśē
Lev 4:30,wə lāqaḥ  ha kōhēn  mi dāmāh  bə ʔeṣbāʕô  wə nātan  ʕal  qarnōt  mizbaḥ  hā ʕōlā  wə ʔet  kol  dāmāh  yišpōk  ʔel  yəsôd  ha mizbēaḥ
Ps 3:5,qôlî  ʔel  yəhwāh  ʔeqrā  wa yaʕănēnî  mē har  qodšô  selā
Josh 19:8,wə kol  ha ḥăṣērîm  ʔăšer  səbîbôt  he ʕārîm  hā ʔēllê  ʕad  baʕălat bəʔēr  rāmat  negeb  zōt  naḥălat  maṭṭē  bənê  šimʕôn  lə mišpəḥōtām
Gen 1:11,wa yōmer  ʔĕlōhîm  tadšē  hā ʔāreṣ  deše  ʕēśeb  mazrîaʕ  zeraʕ  ʕēṣ  pərî  ʕōśê  pərî  lə mînô  ʔăšer  zarʕô  bô  ʕal  hā ʔāreṣ  wa yəhî  kēn
Isa 35:3,ḥazzəqû  yādayim  rāpôt  û birkayim  kōšəlôt  ʔammēṣû
Josh 1:16,wa yaʕănû  ʔet  yəhôšuaʕ  lē ʔmōr  kōl  ʔăšer  ṣiwwîtānû  naʕăśê  wə ʔel  kol  ʔăšer  tišlāḥēnû  nēlēk
1 Kgs 7:4,û šəqupîm  šəlōšā  ṭûrîm  û meḥĕzā  ʔel  meḥĕzā  šālōš  pəʕāmîm
Gen 47:6,ʔereṣ  miṣrayim  lə pānêkā  hiw  bə mêṭab  hā ʔāreṣ  hôšēb  ʔet  ʔābîkā  wə ʔet  ʔaḥêkā  yēšəbû  bə ʔereṣ  gōšen  wə ʔim  yādaʕtā  wə yeš  bām  ʔanšê  ḥayil  wə śamtām  śārê  miqnê  ʕal  ʔăšer  lî
1 Chr 25:31,lə ʔarbāʕā  wə ʕeśrîm  lə rômamtî ʕāzer  bānāʸw  wə ʔeḥāʸw  šənêm  ʕāśār
Isa 66:20,wə hēbîʔû  ʔet  kol  ʔăḥêkem  mi kol  ha gôyim  minḥā  la yhwāh  ba  sûsîm  û bā  rekeb  û ba  ṣabbîm  û ba  pərādîm  û ba  kirkārôt  ʕal  har  qodšî  yərûšālaim  ʔāmar  yəhwāh  ka ʔăšer  yābîʔû  bənê  yiśrāʔēl  ʔet  ha minḥā  bi kəlî  ṭāhôr  bêt  yəhwāh
Dan 1:5,wa yəman  lāhem  ha melek  dəbar  yôm  bə yômô  mi pat bag  ha melek  û mi yên  mištāʸw  û lə gaddəlām  šānîm  šālôš  û mi qəṣātām  yaʕamədû  li pənê  ha melek
1 Chr 3:16,û bənê  yəhôyāqîm  yəkonyā  bənô  ṣidqiyyā  bənô
Num 33:53,wə hôraštem  ʔet  hā ʔāreṣ  wi yšabtem  bāh  kî  lākem  nātattî  ʔet  hā ʔāreṣ  lā rešet  ʔōtāh
Neh 9:34,wə ʔet  məlākênû  śārênû  kōhănênû  wa ʔăbōtênû  lō  ʕāśû  tôrātekā  wə lō  hiqšîbû  ʔel  miṣwōtêkā  û lə ʕēdəwōtêkā  ʔăšer  haʕîdōtā  bāhem
Job 33:24,wa yəḥunnennû  wa yōmer  pədāʕēhû  mē redet  šāḥat  māṣātî  kōper
1 Kgs 22:10,û melek  yiśrāʔēl  wi yhôšopāṭ  melek  yəhûdā  yōšəbîm  ʔîš  ʕal  kisʔô  məlubbāšîm  bəgādîm  bə gōren  petaḥ  šaʕar  šōmərôn  wə kol  ha nəbîʔîm  mitnabbəʔîm  li pənêhem
Prov 16:11,peles  û mōzənê  mišpāṭ  la yhwāh  maʕăśēhû  kol  ʔabnê  kîs
Isa 22:17,hinnē  yəhwāh  məṭalṭeləkā  ṭalṭēlā  gāber  wə ʕōṭəkā  ʕāṭō
Lev 3:6,wə ʔim  min  ha ṣōn  qorbānô  lə zebaḥ  šəlāmîm  la yhwāh  zākār  ʔô  nəqēbā  tāmîm  yaqrîbennû
Ezek 11:8,ḥereb  yərētem  wə ḥereb  ʔābî  ʕălêkem  nəʔum  ʔădōnāy  yəhwih
1 Chr 23:15,bənê  mōšê  gērəšōm  we ʔĕlîʕezer
Prov 16:28,ʔîš  tahpukôt  yəšallaḥ  mādôn  w nirgān  maprîd  ʔallûp
2 Sam 21:18,wa yəhî  ʔaḥărê  kēn  wa təhî  ʕôd  ha milḥāmā  bə gôb  ʕim  pəlištîm  ʔāz  hikkā  sibbəkay  ha ḥušātî  ʔet  sap  ʔăšer  bi ylidê  hā rāpā
Gen 44:20,wa nōmer  ʔel  ʔădōnî  yeš  lānû  ʔāb  zāqēn  wə yeled  zəqunîm  qāṭān  wə ʔāḥiʸw  mēt  wa yiwwātēr  hû  lə baddô  lə ʔimmô  wə ʔābiʸw  ʔăhēbô
Neh 13:9,wā ʔōmərā  wa yəṭahărû  ha ləšākôt  wā ʔāšîbā  šām  kəlê  bêt  hā ʔĕlōhîm  ʔet  ha minḥā  wə ha ləbônā
Jer 49:8,nusû  hopnû  heʕmîqû  lā šebet  yōšəbê  dədān  kî  ʔêd  ʕēśāw  hēbētî  ʕālāʸw  ʕēt  pəqadtiʸw
Gen 15:12,wa yəhî  ha šemeš  lā bô  wə tardēmā  nāpəlā  ʕal  ʔabrām  wə hinnē  ʔêmā  ḥăšēkā  gədōlā  nōpelet  ʕālāʸw
Gen 31:36,wa yiḥar  lə yaʕăqōb  wa yāreb  bə lābān  wa yaʕan  yaʕăqōb  wa yōmer  lə lābān  mah  pišʕî  mah  ḥaṭṭātî  kî  dālaqtā  ʔaḥărāy
Jer 13:18,ʔĕmōr  la  melek  wə la  gəbîrā  hašpîlû  šēbû  kî  yārad  marʔăšôtêkem  ʕăṭeret  tipʔartəkem
Ps 36:4,dibrê  piʸw  ʔāwen  û mirmā  ḥādal  lə haśkîl  lə hêṭîb
Lev 22:30,ba  yôm  ha hû  yēʔākēl  lō  tôtîrû  mimmennû  ʕad  bōqer  ʔănî  yəhwāh
Gen 20:1,wa yissaʕ  mi šām  ʔabrāhām  ʔarṣā  ha negeb  wa yēšeb  bên  qādēš  û bên  šûr  wa yāgor  bi gərār
Job 21:27,hēn  yādaʕtî  maḥšəbôtêkem  û məzimmôt  ʕālay  taḥmōsû
Ps 137:7,zəkōr  yəhwāh  li bənê  ʔĕdôm  ʔēt  yôm  yərûšālāim  hā ʔōmərîm  ʕārû  ʕārû  ʕad  ha yəsôd  bāh
